GCAM_commodity,GCAM_region_ID,iso,contentN,contentP
Soybean,9,tto,0,0
Soybean,9,vct,0,0
Soybean,10,arm,0,0
Soybean,10,aze,0.002,0.002
Soybean,10,geo,0.01552,0.01552
Soybean,10,kaz,0.006,0.006
Soybean,10,kgz,0.01648,0.01648
Soybean,10,mng,0,0
Soybean,10,tjk,0.00176,0.00176
Soybean,10,tkm,0,0
Soybean,10,uzb,0,0
Soybean,11,chn,8e-4,8e-4
Soybean,12,bgr,0.02768,0.02768
Soybean,12,cyp,0,0
Soybean,12,cze,0.0096,0.0096
Soybean,12,est,0,0
Soybean,12,hun,0.00176,0.00176
Soybean,12,ltu,0,0
Soybean,12,lva,0,0
Soybean,12,mlt,0,0
Soybean,12,pol,0.01952,0.01952
Soybean,12,rom,5e-4,5e-4
Soybean,12,svk,0.0256,0.0256
Soybean,12,svn,0.00256,0.00256
Soybean,13,aut,0.00144,0.00144
Soybean,13,bel,0,0
Soybean,13,deu,0.0128,0.0128
Soybean,13,dnk,0,0
Soybean,13,esp,0.00144,0.00144
Soybean,13,fin,0,0
Soybean,13,fra,0.0037,0.0037
Soybean,13,fro,0,0
Soybean,13,gbr,0,0
Soybean,13,grc,0.03984,0.03984
Soybean,13,irl,0,0
Soybean,13,ita,6.4e-4,6.4e-4
Soybean,13,lux,0,0
Soybean,13,nld,0,0
Soybean,13,prt,0,0
Soybean,13,shn,0,0
Soybean,13,spm,0,0
Soybean,13,swe,0,0
Soybean,14,blr,0,0
Soybean,14,ukr,0.0014,0.0014
Soybean,15,alb,0.03744,0.03744
Soybean,15,bih,0.0064,0.0064
Soybean,15,hrv,0.003,0.003
Soybean,15,mne,0,0
Soybean,15,scg,0.01104,0.01104
Soybean,15,srb,0.00112,0.00112
Soybean,15,tur,0.00752,0.00752
Soybean,16,che,0.00288,0.00288
Soybean,16,isl,0,0
Soybean,16,lie,0,0
Soybean,16,nor,0,0
Soybean,17,ind,0.00354,0.00354
Soybean,18,idn,0.0018,0.0018
Soybean,19,jpn,0.00336,0.00336
Soybean,20,mex,0.02832,0.02832
Soybean,21,are,0,0
Soybean,21,bhr,0,0
Soybean,21,irq,0,0
Soybean,21,isr,0,0
Soybean,21,jor,0,0
Soybean,21,kwt,0,0
Soybean,21,lbn,0,0
Soybean,21,omn,0,0
Soybean,21,sau,0,0
Soybean,21,syr,0.03216,0.03216
Soybean,21,yem,0,0
Soybean,22,pak,0.048,0.048
Soybean,23,rus,5e-4,5e-4
Soybean,24,zaf,0.00128,0.00128
Soybean,25,guf,0,0
Soybean,25,guy,0,0
Soybean,25,sur,0.003,0.003
Soybean,26,chl,0,0
Soybean,26,ecu,0.01088,0.01088
Soybean,26,per,0.01024,0.01024
Soybean,26,pry,0.0504,0.0504
Soybean,26,ury,0.00608,0.00608
Soybean,27,afg,0,0
Soybean,27,bgd,0.0128,0.0128
Soybean,27,btn,0.0018,0.0018
Soybean,27,lka,0.002,0.002
Soybean,27,mdv,0,0
Soybean,27,npl,0.00208,0.00208
Soybean,29,asm,0,0
Soybean,29,brn,0,0
Soybean,29,cok,0,0
Soybean,29,fji,0,0
Soybean,29,gum,0,0
Soybean,29,khm,0.0014,0.0014
Soybean,29,kir,0,0
Soybean,29,lao,0.00128,0.00128
Soybean,29,mhl,0,0
Soybean,29,mmr,0.00144,0.00144
Soybean,29,mys,0,0
Soybean,29,ncl,0,0
Soybean,29,niu,0,0
Soybean,29,nru,0,0
Soybean,29,pci,0,0
Soybean,29,phl,0.0018,0.0018
Soybean,29,png,0,0
Soybean,29,pyf,0,0
Soybean,29,sgp,0,0
Soybean,29,slb,0,0
Soybean,29,syc,0,0
Soybean,29,tha,0.013,0.013
Soybean,29,tkl,0,0
Soybean,29,ton,0,0
Soybean,29,tuv,0,0
Soybean,29,vnm,0.0088,0.0088
Soybean,29,vut,0,0
Soybean,29,wsm,0,0
Soybean,31,arg,0.00144,0.00144
Soybean,32,col,8e-4,8e-4
SugarCrop,1,pri,0,0
SugarCrop,1,usa,0.04290853643664525,0.04290853643664525
SugarCrop,2,bdi,0.00752,0.00752
SugarCrop,2,com,0,0
SugarCrop,2,dji,0.0352,0.0352
SugarCrop,2,eri,0,0
SugarCrop,2,eth,0.0144,0.0144
SugarCrop,2,ken,0.036,0.036
SugarCrop,2,mdg,0.00256,0.00256
SugarCrop,2,mus,0.016,0.016
SugarCrop,2,rwa,0.081,0.081
SugarCrop,2,som,0.00357,0.00357
SugarCrop,2,uga,0.00752,0.00752
SugarCrop,3,dza,0,0
SugarCrop,3,egy,0.008162838918439016,0.008162838918439016
SugarCrop,3,esh,0,0
SugarCrop,3,mar,0.008753806058234736,0.008753806058234736
SugarCrop,3,tun,0.01856,0.01856
SugarCrop,4,ago,0.01104,0.01104
SugarCrop,4,bwa,0,0
SugarCrop,4,lso,0,0
SugarCrop,4,moz,0.01616,0.01616
SugarCrop,4,mwi,0.0352,0.0352
SugarCrop,4,nam,0,0
SugarCrop,4,swz,0.00144,0.00144
SugarCrop,4,zmb,0.01456,0.01456
SugarCrop,4,zwe,0.00144,0.00144
SugarCrop,5,ben,0.00288,0.00288
SugarCrop,5,bfa,0.01072,0.01072
SugarCrop,5,caf,0.00224,0.00224
SugarCrop,5,cmr,0.02768,0.02768
SugarCrop,5,cog,0.0128,0.0128
SugarCrop,5,cpv,6.4e-4,6.4e-4
SugarCrop,5,gab,0.0152,0.0152
SugarCrop,5,gha,0.016,0.016
SugarCrop,5,gin,0.0088,0.0088
SugarCrop,5,gmb,0,0
SugarCrop,5,gnb,0.00928,0.00928
SugarCrop,5,gnq,0,0
SugarCrop,5,lbr,0.00128,0.00128
SugarCrop,5,mli,3.3611779821476873e-4,3.3611779821476873e-4
SugarCrop,5,mrt,0,0
SugarCrop,5,ner,3.2e-4,3.2e-4
SugarCrop,5,nga,0,0
SugarCrop,5,sen,0.00112,0.00112
SugarCrop,5,sle,0.0016,0.0016
SugarCrop,5,stp,0,0
SugarCrop,5,tcd,0.0024,0.0024
SugarCrop,5,tgo,0,0
SugarCrop,6,aus,0.0256,0.0256
SugarCrop,6,nzl,0,0
SugarCrop,7,bra,0.0018,0.0018
SugarCrop,8,can,0.00208,0.00208
SugarCrop,9,bhs,0.01232,0.01232
SugarCrop,9,blz,0.00176,0.00176
SugarCrop,9,bmu,0,0
SugarCrop,9,brb,0.002,0.002
SugarCrop,9,cri,8e-4,8e-4
SugarCrop,9,cub,0.01456,0.01456
SugarCrop,9,cym,0,0
SugarCrop,9,dma,0.02,0.02
SugarCrop,9,dom,0.03,0.03
SugarCrop,9,glp,0.0128,0.0128
SugarCrop,9,grd,0.01552,0.01552
SugarCrop,9,gtm,0.03984,0.03984
SugarCrop,9,hnd,0.003,0.003
SugarCrop,9,hti,0.0208,0.0208
SugarCrop,9,jam,0,0
SugarCrop,9,kna,5e-4,5e-4
SugarCrop,9,lca,0,0
SugarCrop,9,msr,0,0
SugarCrop,9,mtq,0.03136,0.03136
SugarCrop,9,nic,0.00208,0.00208
SugarCrop,9,pan,0.04,0.04
SugarCrop,9,slv,0,0
SugarCrop,9,tto,0.00624,0.00624
SugarCrop,9,vct,0.0032,0.0032
SugarCrop,10,arm,0.00144,0.00144
SugarCrop,10,aze,0.00336,0.00336
SugarCrop,10,geo,0,0
SugarCrop,10,kaz,0.02992,0.02992
SugarCrop,10,kgz,0.0352,0.0352
SugarCrop,10,mng,0,0
SugarCrop,10,tjk,0,0
SugarCrop,10,tkm,0,0
SugarCrop,10,uzb,0,0
SugarCrop,11,chn,0.0033075689167565763,0.0033075689167565763
SugarCrop,12,bgr,0.00224,0.00224
SugarCrop,12,cyp,0,0
SugarCrop,12,cze,0.03536,0.03536
SugarCrop,12,est,0,0
SugarCrop,12,hun,0.00144,0.00144
SugarCrop,12,ltu,0.00144,0.00144
SugarCrop,12,lva,0.03,0.03
SugarCrop,12,mlt,0,0
SugarCrop,12,pol,0.006,0.006
SugarCrop,12,rom,0.00112,0.00112
SugarCrop,12,svk,0.02832,0.02832
SugarCrop,12,svn,0.027,0.027
SugarCrop,13,aut,0.01808,0.01808
SugarCrop,13,bel,0,0
SugarCrop,13,deu,0.0096,0.0096
SugarCrop,13,dnk,0.03744,0.03744
SugarCrop,13,esp,0.01805460356957972,0.01805460356957972
SugarCrop,13,fin,0.00288,0.00288
SugarCrop,13,fra,0.03216,0.03216
SugarCrop,13,fro,0,0
SugarCrop,13,gbr,0.00208,0.00208
SugarCrop,13,grc,0.00272,0.00272
SugarCrop,13,irl,8e-4,8e-4
SugarCrop,13,ita,0.01456,0.01456
SugarCrop,13,lux,0,0
SugarCrop,13,nld,0.003,0.003
SugarCrop,13,prt,0.00237006419844979,0.00237006419844979
SugarCrop,13,shn,0,0
SugarCrop,13,spm,0,0
SugarCrop,13,swe,0.00208,0.00208
SugarCrop,14,blr,3.2e-4,3.2e-4
SugarCrop,14,ukr,0.0018,0.0018
SugarCrop,15,alb,0.0176,0.0176
SugarCrop,15,bih,0.04,0.04
SugarCrop,15,hrv,0.02832,0.02832
SugarCrop,15,mne,0,0
SugarCrop,15,scg,0.00256,0.00256
SugarCrop,15,srb,0.016,0.016
SugarCrop,15,tur,0.048,0.048
SugarCrop,16,che,3.2e-4,3.2e-4
SugarCrop,16,isl,0,0
SugarCrop,16,lie,0,0
SugarCrop,16,nor,0,0
SugarCrop,17,ind,0.0038,0.0038
SugarCrop,18,idn,0.002702084508602741,0.0027020845086027406
SugarCrop,19,jpn,0.0014999966205614696,0.0014999966205614696
SugarCrop,20,mex,0.002559996879572509,0.0025599968795725096
SugarCrop,21,are,0,0
SugarCrop,21,bhr,0,0
SugarCrop,21,irq,0.0010503701390334745,0.0010503701390334745
SugarCrop,21,isr,0,0
SugarCrop,21,jor,0,0
SugarCrop,21,kwt,0,0
SugarCrop,21,lbn,3.2e-4,3.2e-4
SugarCrop,21,omn,0.0018,0.0018
SugarCrop,21,qat,0,0
SugarCrop,21,sau,0,0
SugarCrop,21,syr,2.9807802271732097e-10,2.9807802271732097e-10
SugarCrop,21,yem,0,0
SugarCrop,22,pak,0.01597859059367231,0.01597859059367231
SugarCrop,23,rus,0.001,0.001
SugarCrop,24,zaf,0.0256,0.0256
SugarCrop,25,guf,0.0288,0.0288
SugarCrop,25,guy,0.0112,0.0112
SugarCrop,25,sur,0.00128,0.00128
SugarCrop,26,chl,5e-4,5e-4
SugarCrop,26,ecu,3.210694387291024e-4,3.210694387291024e-4
SugarCrop,26,per,0.048,0.048
SugarCrop,26,pry,0.01856,0.01856
SugarCrop,26,ury,0.0024,0.0024
SugarCrop,27,afg,0.031133913956566558,0.031133913956566558
SugarCrop,27,bgd,0.0019977098019040955,0.0019977098019040955
SugarCrop,27,btn,0.00176,0.00176
SugarCrop,27,lka,0.00144,0.00144
SugarCrop,27,mdv,0,0
SugarCrop,27,npl,0.00336,0.00336
SugarCrop,29,asm,0.00112,0.00112
SugarCrop,29,brn,0,0
SugarCrop,29,cok,0,0
SugarCrop,29,fji,0.0018,0.0018
SugarCrop,29,gum,0,0
SugarCrop,29,khm,8.8e-4,8.8e-4
SugarCrop,29,kir,0,0
SugarCrop,29,lao,9.6e-4,9.6e-4
SugarCrop,29,mhl,0,0
SugarCrop,29,mmr,0.0015272238753776457,0.0015272238753776459
SugarCrop,29,mys,0.0016,0.0016
SugarCrop,29,ncl,0,0
SugarCrop,29,niu,0,0
SugarCrop,29,nru,0,0
SugarCrop,29,pci,0,0
SugarCrop,29,phl,0,0
SugarCrop,29,png,0.0014,0.0014
SugarCrop,29,pyf,0.064,0.064
SugarCrop,29,sgp,0,0
SugarCrop,29,slb,0,0
SugarCrop,29,syc,0,0
SugarCrop,29,tha,0.00176,0.00176
SugarCrop,29,tkl,0,0
SugarCrop,29,ton,0,0
SugarCrop,29,tuv,0,0
SugarCrop,29,vnm,0.00608,0.00608
SugarCrop,29,vut,0,0
SugarCrop,29,wsm,0.00256,0.00256
SugarCrop,31,arg,0.0176,0.0176
SugarCrop,32,col,0.0012805015175263938,0.0012805015175263938
Vegetables,1,pri,0.0023045161352681907,0.0023045161352681907
Vegetables,1,usa,0.015467443205856546,0.015467443205856546
Vegetables,2,bdi,0,0
Vegetables,2,com,0.00144,0.00144
Vegetables,2,dji,0.005062516158516681,0.005062516158516681
Vegetables,2,eri,0.0288,0.0288
Vegetables,2,eth,0.01600063242412122,0.01600063242412122
Vegetables,2,ken,0.002390372687373878,0.002390372687373878
Vegetables,2,mdg,0.0024761115525385553,0.0024761115525385553
Vegetables,2,mus,0.006382584766393362,0.006382584766393362
Vegetables,2,rwa,0.008058800975260889,0.008058800975260889
Vegetables,2,som,0.03025664372281153,0.030256643722811533
Vegetables,2,uga,0.01740914531419125,0.01740914531419125
Vegetables,3,dza,0.014333269698616816,0.014333269698616816
Vegetables,3,egy,0.0035211694556989332,0.0035211694556989332
Vegetables,3,esh,0,0
Vegetables,3,mar,0.013611137513213972,0.013611137513213972
Vegetables,3,tun,0.015091936305273274,0.015091936305273274
Vegetables,4,ago,0.02513926822497363,0.02513926822497363
Vegetables,4,bwa,0.048,0.048
Vegetables,4,lso,0,0
Vegetables,4,moz,0.024524955410691003,0.024524955410691003
Vegetables,4,mwi,0.016981601838936777,0.016981601838936777
Vegetables,4,nam,0.013777549928135248,0.013777549928135248
Vegetables,4,swz,3.2e-4,3.2e-4
Vegetables,4,zmb,0.019289724289636836,0.019289724289636836
Vegetables,4,zwe,0.010249298802743964,0.010249298802743964
Vegetables,5,ben,0.02108319784325081,0.02108319784325081
Vegetables,5,bfa,0.011991432708980393,0.011991432708980393
Vegetables,5,caf,0.002655034557607932,0.002655034557607932
Vegetables,5,cmr,0.010447940973837753,0.010447940973837753
Vegetables,5,cog,0.0137838454445451,0.0137838454445451
Vegetables,5,cpv,0.02634758101100131,0.02634758101100131
Vegetables,5,gab,0.006761626270523846,0.006761626270523846
Vegetables,5,gha,0.013696079066983806,0.013696079066983806
Vegetables,5,gin,0.00176,0.00176
Vegetables,5,gmb,0,0
Vegetables,5,gnb,0,0
Vegetables,5,gnq,0,0
Vegetables,5,lbr,0.0021280802867383515,0.0021280802867383515
Vegetables,5,mli,0.01697609907031538,0.01697609907031538
Vegetables,5,mrt,0,0
Vegetables,5,ner,0.005888467452855499,0.005888467452855499
Vegetables,5,nga,0.019979018311236673,0.019979018311236673
Vegetables,5,sen,0.00558838521692945,0.00558838521692945
Vegetables,5,sle,0.01156320392843852,0.011563203928438522
Vegetables,5,stp,0,0
Vegetables,5,tcd,5e-4,5e-4
Vegetables,5,tgo,0.03185262998025616,0.03185262998025616
Vegetables,6,aus,0.0076688778061707215,0.0076688778061707215
Vegetables,6,nzl,0.045094146712157515,0.045094146712157515
Vegetables,7,bra,0.013879473190394849,0.013879473190394849
Vegetables,8,can,0.018461311572150307,0.018461311572150307
Vegetables,9,bhs,0.0015683053153667209,0.0015683053153667209
Vegetables,9,blz,0.007559689108975831,0.007559689108975831
Vegetables,9,bmu,0.014614243364357118,0.014614243364357118
Vegetables,9,brb,0.006738303757290958,0.006738303757290958
Vegetables,9,cri,0.0028785288942854317,0.0028785288942854317
Vegetables,9,cub,0.007806934231964458,0.007806934231964458
Vegetables,9,cym,0.017792592592592592,0.017792592592592592
Vegetables,9,dma,0.002864061125260477,0.002864061125260477
Vegetables,9,dom,0.02934862096631737,0.02934862096631737
Vegetables,9,glp,0.013078604952166574,0.013078604952166574
Vegetables,9,grd,0.01582175752289577,0.01582175752289577
Vegetables,9,gtm,0.009948785784201436,0.009948785784201436
Vegetables,9,hnd,0.008526221854044832,0.008526221854044832
Vegetables,9,hti,0.0038407464710104476,0.003840746471010447
Vegetables,9,jam,0.018241066230644584,0.018241066230644584
Vegetables,9,kna,0.011798927241122423,0.011798927241122423
Vegetables,9,lca,0.015451378481110853,0.015451378481110853
Vegetables,9,msr,0.007279814511729404,0.007279814511729404
Vegetables,9,mtq,0.006887989566844611,0.006887989566844611
Vegetables,9,nic,0.005376860334040023,0.005376860334040023
Vegetables,9,pan,0.03052068172919327,0.03052068172919327
Vegetables,9,slv,0.026146815792128596,0.0261468157921286
Vegetables,9,tto,0.011345975907490822,0.011345975907490822
Vegetables,9,vct,0.01563150764258299,0.01563150764258299
Vegetables,10,arm,0.020538945331864348,0.020538945331864348
Vegetables,10,aze,0.008841262496054096,0.008841262496054096
Vegetables,10,geo,0.006756879396666456,0.006756879396666456
Vegetables,10,kaz,0.020177077410004067,0.020177077410004067
Vegetables,10,kgz,0.016431705856239258,0.016431705856239258
Vegetables,10,mng,0.033110841896911686,0.033110841896911686
Vegetables,10,tjk,0.011178103496578865,0.011178103496578865
Vegetables,10,tkm,0.04553895408495268,0.04553895408495268
Vegetables,10,uzb,0.02720450841531431,0.02720450841531431
Vegetables,11,chn,0.008784947343415585,0.008784947343415585
Vegetables,12,bgr,0.00488678226842625,0.00488678226842625
Vegetables,12,cyp,0.010761616634107976,0.010761616634107976
Vegetables,12,cze,0.004286799108246509,0.004286799108246509
Vegetables,12,est,0.011000978255248442,0.011000978255248442
Vegetables,12,hun,0.0133884243484817,0.0133884243484817
Vegetables,12,ltu,0.0026342635485767456,0.0026342635485767456
Vegetables,12,lva,0.01605507867705369,0.01605507867705369
Vegetables,12,mlt,0.009832012976954217,0.009832012976954217
Vegetables,12,pol,0.011318966567617071,0.011318966567617071
Vegetables,12,rom,0.009495580255042787,0.009495580255042787
Vegetables,12,svk,0.011777975519534557,0.011777975519534557
Vegetables,12,svn,0.009794882257567831,0.009794882257567831
Vegetables,13,aut,0.00897587654621155,0.00897587654621155
Vegetables,13,bel,0.008725529564398067,0.008725529564398067
Vegetables,13,deu,0.006754667949735893,0.006754667949735893
Vegetables,13,dnk,0.01101842843366898,0.01101842843366898
Vegetables,13,esp,0.00811195751707916,0.00811195751707916
Vegetables,13,fin,0.006087140066462957,0.006087140066462957
Vegetables,13,fra,0.007517726053319704,0.007517726053319704
Vegetables,13,fro,0,0
Vegetables,13,gbr,0.014428323947160556,0.014428323947160556
Vegetables,13,grc,0.0063704671976603485,0.0063704671976603485
Vegetables,13,irl,0.002940527257559702,0.002940527257559702
Vegetables,13,ita,0.003899329890691989,0.0038993298906919893
Vegetables,13,lux,0.007638700158517254,0.007638700158517254
Vegetables,13,nld,0.015366974974354516,0.015366974974354516
Vegetables,13,prt,0.006328372535874839,0.006328372535874839
Vegetables,13,shn,0,0
Vegetables,13,spm,0.0042068965517241385,0.0042068965517241385
Vegetables,13,swe,0.002534430328483706,0.002534430328483706
Vegetables,14,blr,0.005307632944919517,0.005307632944919517
Vegetables,14,ukr,0.011749834137791067,0.011749834137791067
Vegetables,15,alb,0.01971080285949959,0.01971080285949959
Vegetables,15,bih,0.0077688814184204286,0.0077688814184204286
Vegetables,15,hrv,0.00497886668329076,0.00497886668329076
Vegetables,15,mne,0.019106139847258213,0.019106139847258213
Vegetables,15,scg,0.01329458322104853,0.01329458322104853
Vegetables,15,srb,0.006187802480071592,0.006187802480071592
Vegetables,15,tur,0.00898141844836764,0.00898141844836764
Vegetables,16,che,0.004534612651335032,0.004534612651335032
Vegetables,16,isl,0.009421434857067581,0.009421434857067581
Vegetables,16,lie,0,0
Vegetables,16,nor,0.012621474811738123,0.012621474811738123
Vegetables,17,ind,0.009564910527900013,0.009564910527900013
Vegetables,18,idn,0.010710906047924403,0.010710906047924403
Vegetables,19,jpn,0.013852138387939769,0.013852138387939769
Vegetables,20,mex,0.006644976534243897,0.006644976534243897
Vegetables,21,are,0.012490035862820423,0.012490035862820423
Vegetables,21,bhr,0.018928520948048838,0.018928520948048838
Vegetables,21,irq,0.013117597353444652,0.013117597353444652
Vegetables,21,isr,0.01842393838483136,0.01842393838483136
Vegetables,21,jor,0.010913177171411995,0.010913177171411995
Vegetables,21,kwt,0.008892682402558742,0.008892682402558742
Vegetables,21,lbn,0.008540739390097593,0.008540739390097593
Vegetables,21,omn,0.004807018449423893,0.004807018449423893
Vegetables,21,qat,0.014494711062898747,0.014494711062898747
Vegetables,21,sau,0.006430812128337661,0.006430812128337661
Vegetables,21,syr,0.00756274733275369,0.00756274733275369
Vegetables,21,yem,0.0034027081589687153,0.0034027081589687157
Vegetables,22,pak,0.005832885881782745,0.005832885881782745
Vegetables,23,rus,0.0077035179053240345,0.0077035179053240345
Vegetables,24,zaf,0.0068376880884675586,0.0068376880884675586
Vegetables,25,guf,0.014254012817248111,0.014254012817248111
Vegetables,25,guy,0.031051062084239914,0.031051062084239914
Vegetables,25,sur,0.009921864287391407,0.009921864287391407
Vegetables,26,chl,0.036105554194947466,0.036105554194947466
Vegetables,26,ecu,0.01049536587729158,0.01049536587729158
Vegetables,26,per,0.00977101705856256,0.00977101705856256
Vegetables,26,pry,0.015830280022797984,0.015830280022797984
Vegetables,26,ury,0.010193880364783258,0.010193880364783258
Vegetables,27,afg,0.01552,0.01552
Vegetables,27,bgd,0.008876163791314706,0.008876163791314706
Vegetables,27,btn,0.016270866804285855,0.016270866804285855
Vegetables,27,lka,0.010698141852573652,0.010698141852573652
Vegetables,27,mdv,0.010330046948356807,0.010330046948356807
Vegetables,27,npl,0.005269797750459529,0.005269797750459529
Vegetables,29,asm,0.004111547452080411,0.004111547452080411
Vegetables,29,brn,0.01522420175857516,0.01522420175857516
Vegetables,29,cok,0.002624275582573455,0.002624275582573455
Vegetables,29,fji,0.022705403134699965,0.022705403134699965
Vegetables,29,gum,0.018690970406056436,0.018690970406056436
Vegetables,29,khm,0.016,0.016
Vegetables,29,kir,0,0
Vegetables,29,lao,0.009323590065188635,0.009323590065188635
Vegetables,29,mhl,0,0
Vegetables,29,mmr,0.009137121493274105,0.009137121493274105
Vegetables,29,mys,0.014621366786300286,0.014621366786300286
Vegetables,29,ncl,0.0018,0.0018
Vegetables,29,niu,0,0
Vegetables,29,nru,0,0
Vegetables,29,pci,0,0
Vegetables,29,phl,0.0066562060904340765,0.0066562060904340765
Vegetables,29,png,0.023450318825110686,0.023450318825110686
Vegetables,29,pyf,0.017829256229583434,0.017829256229583434
Vegetables,29,sgp,0.0011179307702133094,0.0011179307702133094
Vegetables,29,slb,0,0
Vegetables,29,syc,0.0018,0.0018
Vegetables,29,tha,0.008794519464135323,0.008794519464135323
Vegetables,29,tkl,0,0
Vegetables,29,ton,0.0012512547704406152,0.0012512547704406154
Vegetables,29,tuv,0,0
Vegetables,29,vnm,0.0034872862760419623,0.0034872862760419628
Vegetables,29,vut,0,0
Vegetables,29,wsm,3.2e-4,3.2e-4
Vegetables,31,arg,0.021288011690683912,0.021288011690683912
Vegetables,32,col,0.0049923291887800265,0.0049923291887800265
Wheat,1,pri,0,0
Wheat,1,usa,0.0016,0.0016
Wheat,2,bdi,0.0024,0.0024
Wheat,2,com,0,0
Wheat,2,dji,0,0
Wheat,2,eri,0.0064,0.0064
Wheat,2,eth,0.01072,0.01072
Wheat,2,ken,0.0048,0.0048
Wheat,2,mdg,0.0128,0.0128
Wheat,2,mus,0,0
Wheat,2,rwa,0.01552,0.01552
Wheat,2,som,0.0024,0.0024
Wheat,2,uga,0.0024,0.0024
Wheat,3,dza,0,0
Wheat,3,egy,0.00624,0.00624
Wheat,3,esh,0,0
Wheat,3,mar,0.0018,0.0018
Wheat,3,tun,5e-4,5e-4
Wheat,4,ago,0.00112,0.00112
Wheat,4,bwa,5e-4,5e-4
Wheat,4,lso,0.0037,0.0037
Wheat,4,moz,0.01168,0.01168
Wheat,4,mwi,0.0032,0.0032
Wheat,4,nam,6.4e-4,6.4e-4
Wheat,4,swz,0,0
Wheat,4,zmb,0.00128,0.00128
Wheat,4,zwe,0.00144,0.00144
Wheat,5,ben,0,0
Wheat,5,bfa,0,0
Wheat,5,caf,0,0
Wheat,5,cmr,0.00112,0.00112
Wheat,5,cog,0,0
Wheat,5,cpv,0,0
Wheat,5,gab,0,0
Wheat,5,gha,0,0
Wheat,5,gin,0,0
Wheat,5,gmb,0,0
Wheat,5,gnb,0,0
Wheat,5,gnq,0,0
Wheat,5,lbr,0,0
Wheat,5,mli,0.00928,0.00928
Wheat,5,mrt,0.02352,0.02352
Wheat,5,ner,9.6e-4,9.6e-4
Wheat,5,nga,0.03344,0.03344
Wheat,5,sen,0,0
Wheat,5,sle,0,0
Wheat,5,stp,0,0
Wheat,5,tcd,0.00112,0.00112
Wheat,6,aus,0.016,0.016
Wheat,6,nzl,0.0026,0.0026
Wheat,7,bra,5e-4,5e-4
Wheat,8,can,0.0176,0.0176
Wheat,9,bhs,0,0
Wheat,9,blz,0,0
Wheat,9,bmu,0,0
Wheat,9,brb,0,0
Wheat,9,cri,0,0
Wheat,9,cub,0,0
Wheat,9,cym,0,0
Wheat,9,dma,0,0
Wheat,9,dom,0,0
Wheat,9,glp,0,0
Wheat,9,grd,0,0
Wheat,9,gtm,0.01456,0.01456
Wheat,9,hnd,0.1475,0.1475
Wheat,9,hti,0,0
Wheat,9,jam,0,0
Wheat,9,kna,0,0
Wheat,9,lca,0,0
Wheat,9,msr,0,0
Wheat,9,mtq,0,0
Wheat,9,nic,0,0
Wheat,9,pan,0,0
Wheat,9,slv,0,0
Wheat,9,tto,0,0
Wheat,9,vct,0,0
Wheat,10,arm,0.0024,0.0024
Wheat,10,aze,0.0014,0.0014
Wheat,10,geo,0.00354,0.00354
Wheat,10,kaz,0.0021,0.0021
Wheat,10,kgz,0.00224,0.00224
Wheat,10,mng,0.00176,0.00176
Wheat,10,tjk,0.0018,0.0018
Wheat,10,tkm,0.00784,0.00784
Wheat,10,uzb,0.01104,0.01104
Wheat,11,chn,0.03744,0.03744
Wheat,12,bgr,0.0032,0.0032
Wheat,12,cyp,0.00144,0.00144
Wheat,12,cze,0.002,0.002
Wheat,12,est,0.00272,0.00272
Wheat,12,hun,0.0096,0.0096
Wheat,12,ltu,0.02912,0.02912
Wheat,12,lva,0.064,0.064
Wheat,12,mlt,0.0112,0.0112
Wheat,12,pol,3.2e-4,3.2e-4
Wheat,12,rom,0.00256,0.00256
Wheat,12,svk,0.00112,0.00112
Wheat,12,svn,0,0
Wheat,13,aut,0.04,0.04
Wheat,13,bel,0.01024,0.01024
Wheat,13,deu,0.00128,0.00128
Wheat,13,dnk,0.00288,0.00288
Wheat,13,esp,0.04,0.04
Wheat,13,fin,0.03744,0.03744
Wheat,13,fra,6.4e-4,6.4e-4
Wheat,13,fro,0,0
Wheat,13,gbr,0.0176,0.0176
Wheat,13,grc,0.0128,0.0128
Wheat,13,irl,0.01065,0.01065
Wheat,13,ita,0.048,0.048
Wheat,13,lux,0.01552,0.01552
Wheat,13,nld,0.036,0.036
Wheat,13,prt,0.0192,0.0192
Wheat,13,shn,0,0
Wheat,13,spm,0,0
Wheat,13,swe,0.00224,0.00224
Wheat,14,blr,0.0504,0.0504
Wheat,14,ukr,0.02832,0.02832
Wheat,15,alb,3.2e-4,3.2e-4
Wheat,15,bih,0.0128,0.0128
Wheat,15,hrv,0.01232,0.01232
Wheat,15,mne,0.0018,0.0018
Wheat,15,scg,0.00208,0.00208
Wheat,15,srb,0.00256,0.00256
Wheat,15,tur,0.00208,0.00208
Wheat,16,che,0.0504,0.0504
Wheat,16,isl,0,0
Wheat,16,lie,0,0
Wheat,16,nor,0.01648,0.01648
Wheat,17,ind,0.0352,0.0352
Wheat,18,idn,0,0
Wheat,19,jpn,0.00144,0.00144
Wheat,20,mex,0.0038,0.0038
Wheat,21,are,0.00112,0.00112
Wheat,21,bhr,0,0
Wheat,21,irq,3.2e-4,3.2e-4
Wheat,21,isr,0,0
Wheat,21,jor,0.0144,0.0144
Wheat,21,kwt,0.03872,0.03872
Wheat,21,lbn,0.0152,0.0152
Wheat,21,omn,0.00112,0.00112
Wheat,21,qat,0.03136,0.03136
Wheat,21,sau,0.00144,0.00144
Wheat,21,syr,0.01024,0.01024
