GCAM_commodity,GCAM_region_ID,iso,contentN,contentP
Wheat,21,yem,0.00144,0.00144
Wheat,22,pak,0.0152,0.0152
Wheat,23,rus,0.0176,0.0176
Wheat,24,zaf,0.016,0.016
Wheat,25,guf,0,0
Wheat,25,guy,0,0
Wheat,25,sur,0,0
Wheat,26,chl,0.01104,0.01104
Wheat,26,ecu,0.00176,0.00176
Wheat,26,per,0.0016,0.0016
Wheat,26,pry,0.0352,0.0352
Wheat,26,ury,0.00112,0.00112
Wheat,27,afg,0.00208,0.00208
Wheat,27,bgd,0,0
Wheat,27,lka,0,0
Wheat,27,mdv,0,0
Wheat,27,npl,6.4e-4,6.4e-4
Wheat,29,asm,0,0
Wheat,29,brn,0,0
Wheat,29,cok,0,0
Wheat,29,fji,0,0
Wheat,29,gum,0,0
Wheat,29,khm,0,0
Wheat,29,kir,0,0
Wheat,29,lao,0,0
Wheat,29,mhl,0,0
Wheat,29,mmr,0,0
Wheat,29,mys,0,0
Wheat,29,ncl,0.00336,0.00336
Wheat,29,niu,0,0
Wheat,29,nru,0,0
Wheat,29,pci,0,0
Wheat,29,phl,0,0
Wheat,29,png,0,0
Wheat,29,pyf,0,0
Wheat,29,sgp,0,0
Wheat,29,slb,0,0
Wheat,29,syc,0,0
Wheat,29,tha,0.01952,0.01952
Wheat,29,tkl,0,0
Wheat,29,ton,0,0
Wheat,29,tuv,0,0
Wheat,29,vnm,0,0
Wheat,29,vut,0,0
Wheat,29,wsm,0,0
Wheat,31,arg,0.0018,0.0018
Wheat,32,col,0.0176,0.0176
NA,1,pri,0,0
NA,1,usa,0,0
NA,2,bdi,0,0
NA,2,com,0,0
NA,2,dji,0,0
NA,2,eri,0,0
NA,2,eth,0,0
NA,2,ken,0,0
NA,2,mdg,0,0
NA,2,mus,0,0
NA,2,rwa,0,0
NA,2,som,0,0
NA,2,uga,0,0
NA,3,dza,0,0
NA,3,egy,0,0
NA,3,esh,0,0
NA,3,mar,0,0
NA,3,tun,0,0
NA,4,ago,0,0
NA,4,bwa,0,0
NA,4,lso,0,0
NA,4,moz,0,0
NA,4,mwi,0,0
NA,4,nam,0,0
NA,4,swz,0,0
NA,4,zmb,0,0
NA,4,zwe,0,0
NA,5,ben,0,0
NA,5,bfa,0,0
NA,5,caf,0.00224,0.00224
NA,5,cmr,0.0021,0.0021
NA,5,cog,8e-4,8e-4
NA,5,cpv,0,0
NA,5,gab,9.6e-4,9.6e-4
NA,5,gha,0.00128,0.00128
NA,5,gin,0.0352,0.0352
NA,5,gmb,0,0
NA,5,gnb,0,0
NA,5,gnq,0,0
NA,5,lbr,0.01968,0.01968
NA,5,mli,0,0
NA,5,mrt,0,0
NA,5,ner,0,0
NA,5,nga,0.03536,0.03536
NA,5,sen,0,0
NA,5,sle,0,0
NA,5,stp,0,0
NA,5,tcd,0,0
NA,5,tgo,0,0
NA,6,aus,0,0
NA,6,nzl,0,0
NA,7,bra,3.2e-4,3.2e-4
NA,8,can,0,0
NA,9,bhs,0,0
NA,9,blz,0,0
NA,9,bmu,0,0
NA,9,brb,0,0
NA,9,cri,0,0
NA,9,cub,0,0
NA,9,cym,0,0
NA,9,dma,0,0
NA,9,dom,0.0038,0.0038
NA,9,glp,0,0
NA,9,grd,0,0
NA,9,gtm,0.00256,0.00256
NA,9,hnd,0,0
NA,9,hti,0,0
NA,9,jam,0,0
NA,9,kna,0,0
NA,9,lca,0,0
NA,9,msr,0,0
NA,9,mtq,0,0
NA,9,nic,0,0
NA,9,pan,0,0
NA,9,slv,0,0
NA,9,tto,0,0
NA,9,vct,0,0
NA,10,arm,0,0
NA,10,aze,0,0
NA,10,geo,0,0
NA,10,kaz,0,0
NA,10,kgz,0,0
NA,10,mng,0,0
NA,10,tjk,0,0
NA,10,tkm,0,0
NA,10,uzb,0,0
NA,11,chn,0.0152,0.0152
NA,12,bgr,0,0
NA,12,cyp,0,0
NA,12,cze,0,0
NA,12,est,0,0
NA,12,hun,0,0
NA,12,ltu,0,0
NA,12,lva,0,0
NA,12,mlt,0,0
NA,12,pol,0,0
NA,12,rom,0,0
NA,12,svk,0,0
NA,12,svn,0,0
NA,13,aut,0,0
NA,13,bel,0,0
NA,13,deu,0,0
NA,13,dnk,0,0
NA,13,esp,0,0
NA,13,fin,0,0
NA,13,fra,0,0
NA,13,fro,0,0
NA,13,gbr,0,0
NA,13,grc,0,0
NA,13,irl,0,0
NA,13,ita,0,0
NA,13,lux,0,0
NA,13,nld,0,0
NA,13,prt,0,0
NA,13,shn,0,0
NA,13,spm,0,0
NA,13,swe,0,0
NA,14,blr,0,0
NA,14,ukr,0,0
NA,15,alb,0,0
NA,15,bih,0,0
NA,15,hrv,0,0
NA,15,scg,0,0
NA,15,srb,0,0
NA,15,tur,0,0
NA,16,che,0,0
NA,16,isl,0,0
NA,16,lie,0,0
NA,16,nor,0,0
NA,17,ind,0.00144,0.00144
NA,18,idn,0.016,0.016
NA,19,jpn,0,0
NA,20,mex,0.01952,0.01952
NA,21,are,0,0
NA,21,bhr,0,0
NA,21,irq,0,0
NA,21,isr,0,0
NA,21,jor,0,0
NA,21,kwt,0,0
NA,21,lbn,0,0
NA,21,omn,0,0
NA,21,qat,0,0
NA,21,sau,0,0
NA,21,syr,0,0
NA,21,yem,0,0
NA,22,pak,0,0
NA,23,rus,0,0
NA,24,zaf,0,0
NA,25,guf,0,0
NA,25,guy,0,0
NA,25,sur,0,0
NA,26,chl,0,0
NA,26,ecu,0.00272,0.00272
NA,26,per,0,0
NA,26,pry,0,0
NA,26,ury,0,0
NA,27,afg,0,0
NA,27,bgd,0.0088,0.0088
NA,27,btn,0,0
NA,27,lka,0.0128,0.0128
NA,27,mdv,0,0
NA,27,npl,0,0
NA,29,asm,0,0
NA,29,brn,0,0
NA,29,cok,0,0
NA,29,fji,0,0
NA,29,gum,0,0
NA,29,khm,0.0144,0.0144
NA,29,kir,0,0
NA,29,lao,0,0
NA,29,mhl,0,0
NA,29,mmr,5e-4,5e-4
NA,29,mys,0.0014,0.0014
NA,29,ncl,0,0
NA,29,niu,0,0
NA,29,nru,0,0
NA,29,pci,0,0
NA,29,phl,0.01232,0.01232
NA,29,png,0.0256,0.0256
NA,29,pyf,0,0
NA,29,sgp,0,0
NA,29,slb,0,0
NA,29,syc,0,0
NA,29,tha,0.02992,0.02992
NA,29,tkl,0,0
NA,29,ton,0,0
NA,29,tuv,0,0
NA,29,vnm,6.4e-4,6.4e-4
NA,29,vut,0,0
NA,29,wsm,0,0
NA,31,arg,0,0
NA,32,col,0,0
