GCAM_commodity,GCAM_region_ID,contentN,contentP
PalmFruit,32,0.0128,0.0128
Rice,1,0.00304,0.00304
Rice,2,0.008592126147065641,0.008592126147065641
Rice,3,0.0011390450422393208,0.0011390450422393208
Rice,4,0.003897917822592441,0.0038979178225924407
Rice,5,0.019284961571690396,0.019284961571690396
Rice,6,0.00176,0.00176
Rice,7,0.00128,0.00128
Rice,8,0,0
Rice,9,0.0074395579084798515,0.0074395579084798515
Rice,10,0.004491636640015669,0.004491636640015669
Rice,11,0.016,0.016
Rice,12,0.00765975794722352,0.00765975794722352
Rice,13,0.016874241409541482,0.016874241409541482
Rice,14,0.0352,0.0352
Rice,15,0.00112,0.00112
Rice,16,0,0
Rice,17,0.03536,0.03536
Rice,18,0.0048,0.0048
Rice,19,0.0256,0.0256
Rice,20,6.4e-4,6.4e-4
Rice,21,0.00112,0.00112
Rice,22,0.03,0.03
Rice,23,0.0288,0.0288
Rice,24,0.00176,0.00176
Rice,25,0.005737656151584783,0.005737656151584783
Rice,26,0.033941057519146944,0.033941057519146944
Rice,27,3.992299542379242e-4,3.992299542379242e-4
Rice,29,0.011623226137801824,0.011623226137801824
Rice,31,0.0038,0.0038
Rice,32,0.00256,0.00256
RootTuber,1,0.009228059648534587,0.009228059648534587
RootTuber,2,0.006667316748487293,0.006667316748487293
RootTuber,3,0.007315147397091129,0.007315147397091129
RootTuber,4,0.012145821247323552,0.012145821247323552
RootTuber,5,0.007070424676387408,0.007070424676387408
RootTuber,6,0.009318005127970146,0.009318005127970146
RootTuber,7,0.005255660630389372,0.005255660630389372
RootTuber,8,0.00176,0.00176
RootTuber,9,0.018277451910280896,0.018277451910280896
RootTuber,10,0.009576749663667162,0.009576749663667162
RootTuber,11,0.005834208039008725,0.005834208039008725
RootTuber,12,0.002584769973929831,0.002584769973929831
RootTuber,13,0.010497481085045623,0.010497481085045623
RootTuber,14,0.011754061282922026,0.011754061282922024
RootTuber,15,0.003969543397771404,0.003969543397771404
RootTuber,16,0.04678277093841667,0.04678277093841667
RootTuber,17,0.014562438905857312,0.01456243890585731
RootTuber,18,0.0035413948052971924,0.003541394805297193
RootTuber,19,0.032050131045840556,0.032050131045840556
RootTuber,20,0.0031425193133739404,0.003142519313373941
RootTuber,21,0.009205083692301797,0.009205083692301797
RootTuber,22,0.005644689811524662,0.005644689811524662
RootTuber,23,0.01856,0.01856
RootTuber,24,0.0013661088455449834,0.0013661088455449834
RootTuber,25,0.018008241379563167,0.018008241379563167
RootTuber,26,0.01344720825544072,0.01344720825544072
RootTuber,27,0.0026693328601476805,0.0026693328601476805
RootTuber,29,0.006492489889005627,0.006492489889005627
RootTuber,31,0.002996098843363714,0.0029960988433637144
RootTuber,32,0.00732448240910246,0.00732448240910246
Soybean,1,0.00128,0.00128
Soybean,2,0.00965460234361645,0.00965460234361645
Soybean,3,0.0019552520330238157,0.0019552520330238157
Soybean,4,0.07068858134119377,0.07068858134119377
Soybean,5,0.003029390806381811,0.0030293908063818114
Soybean,6,0.00128,0.00128
Soybean,7,0.01072,0.01072
Soybean,8,0.0024,0.0024
Soybean,9,0.01771509591781071,0.01771509591781071
Soybean,10,0.006313125090365354,0.006313125090365354
Soybean,11,8e-4,8e-4
Soybean,12,0.004218624286374859,0.004218624286374859
Soybean,13,0.0014646069975111941,0.0014646069975111941
Soybean,14,0.0014,0.0014
Soybean,15,0.00309954364218934,0.00309954364218934
Soybean,16,0.00288,0.00288
Soybean,17,0.00354,0.00354
Soybean,18,0.0018,0.0018
Soybean,19,0.00336,0.00336
Soybean,20,0.02832,0.02832
Soybean,21,0.031539471812008196,0.031539471812008196
Soybean,22,0.048,0.048
Soybean,23,5e-4,5e-4
Soybean,24,0.00128,0.00128
Soybean,25,0.003,0.003
Soybean,26,0.04239907533819161,0.04239907533819161
Soybean,27,0.009347773312669262,0.009347773312669262
Soybean,29,0.006439356706064476,0.006439356706064476
Soybean,31,0.00144,0.00144
Soybean,32,8e-4,8e-4
SugarCrop,1,0.04290853643664525,0.04290853643664525
SugarCrop,2,0.01798564727784861,0.01798564727784861
SugarCrop,3,0.008240724884977492,0.008240724884977492
SugarCrop,4,0.011302969751602025,0.011302969751602025
SugarCrop,5,0.008967302746664855,0.008967302746664855
SugarCrop,6,0.0256,0.0256
SugarCrop,7,0.0018,0.0018
SugarCrop,8,0.00208,0.00208
SugarCrop,9,0.019606808395566114,0.019606808395566114
SugarCrop,10,0.015683525949719005,0.015683525949719005
SugarCrop,11,0.0033075689167565763,0.0033075689167565763
SugarCrop,12,0.019996771092208,0.019996771092208
SugarCrop,13,0.016215743335086682,0.016215743335086682
SugarCrop,14,0.0015085702677032316,0.0015085702677032316
SugarCrop,15,0.04167210432410949,0.04167210432410949
SugarCrop,16,3.2e-4,3.2e-4
SugarCrop,17,0.0038,0.0038
