MODEL,SCENARIO,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
NCAR,SSP2_v9_130115,TJK,Population|Urban|Share,%,26.319,,32.0466934096512,,37.8735886869511,,43.5499159481267,,48.8881209088713,,53.7762785295604,,58.1690874343717,,62.0689172685735,,65.5067147006135,,68.5272872544391
NCAR,SSP2_v9_130115,TKM,Population|Urban|Share,%,49.502,,55.7021397613122,,60.8820747357078,,65.1558653257288,,68.6741033428989,,71.5809094856379,,73.9987246577844,,76.0261907742588,,77.7409253385207,,79.2034819090352
NCAR,SSP2_v9_130115,TLS,Population|Urban|Share,%,28.122,,34.475113200054,,40.8162350983304,,46.8497963724363,,52.384193140785,,57.3316675957744,,61.6821028174711,,65.4720120068125,,68.7599399463815,,71.6106870449646
NCAR,SSP2_v9_130115,TTO,Population|Urban|Share,%,13.877,,17.9258518096244,,22.5992686390822,,27.755998306033,,33.1952005685498,,38.6951946931784,,44.0546715978711,,49.1207952442628,,53.7983706757163,,58.0440152718573
NCAR,SSP2_v9_130115,TUN,Population|Urban|Share,%,67.284,,70.7612924412815,,73.9239990077282,,76.7828025224935,,79.354321599107,,81.6586439968615,,83.7174805183555,,85.5528596962377,,87.1862562862739,,88.6380479414212
NCAR,SSP2_v9_130115,TUR,Population|Urban|Share,%,69.649,,72.5366537342493,,75.2706428761151,,77.8362180442415,,80.2232893306822,,82.4263433581471,,84.444123285189,,86.279129280893,,87.9370048141225,,89.4258723705949
NCAR,SSP2_v9_130115,TZA,Population|Urban|Share,%,26.383,,32.1118525278935,,37.9385752503633,,43.6141828570664,,48.9517735310945,,53.8398000786584,,58.2330809353994,,62.1339376085415,,65.5731912738659,,68.5955078418206
NCAR,SSP2_v9_130115,UGA,Population|Urban|Share,%,13.295,,17.287660441032,,21.8592078328458,,26.8343603755397,,31.9869769290877,,37.0890787181786,,41.9535774383124,,46.4555878843299,,50.5319450087692,,54.1678728607397
NCAR,SSP2_v9_130115,UKR,Population|Urban|Share,%,68.787,,72.3286729639627,,75.4736217980414,,78.2560364559234,,80.7124781910351,,82.8789698030448,,84.7893552525188,,86.4745049944382,,87.9620485473328,,89.2764143221825
NCAR,SSP2_v9_130115,URY,Population|Urban|Share,%,92.479,,93.4818559646937,,94.3591468264641,,95.124519440158,,95.7906760083138,,96.3692869571139,,96.8709604772091,,97.3052536326068,,97.6807124958709,,98.0049312731516
NCAR,SSP2_v9_130115,USA,Population|Urban|Share,%,82.286,,85.0605023513771,,87.4757244969699,,89.5552015129627,,91.3285577568868,,92.8284558751829,,94.0881908576319,,95.1399575844571,,96.0137252805558,,96.736606103674
NCAR,SSP2_v9_130115,UZB,Population|Urban|Share,%,36.247,,42.2333112116223,,47.9382995710706,,53.2091460503298,,57.9707130119069,,62.2078434223357,,65.9437930176726,,69.2221280271523,,72.0942358438336,,74.6118449226491
NCAR,SSP2_v9_130115,VEN,Population|Urban|Share,%,93.353,,95.5378120536269,,97.0273624375594,,98.0299302749929,,98.6989008670308,,99.1426977349235,,99.4359832788331,,99.6293101471719,,99.7565330082871,,99.8401623120634
NCAR,SSP2_v9_130115,VNM,Population|Urban|Share,%,30.379,,36.527190978936,,42.6733557727145,,48.5750477216931,,54.0633914406111,,59.0472985385918,,63.4989938604251,,67.4334113970818,,70.889626837999,,73.9173685300126
NCAR,SSP2_v9_130115,YEM,Population|Urban|Share,%,31.803,,38.57147503254,,44.9620148566428,,50.7234878077084,,55.7610493561026,,60.0872119556624,,63.7701788523056,,66.8977825369523,,69.5576351213014,,71.8283187419361
NCAR,SSP2_v9_130115,ZAF,Population|Urban|Share,%,61.702,,67.1518277241027,,71.5220523207743,,75.0401876908347,,77.8977808903669,,80.2445271075451,,82.1940358488334,,83.8318009500251,,85.2222733967024,,86.4143780912645
NCAR,SSP2_v9_130115,ZMB,Population|Urban|Share,%,35.702,,41.8248952139241,,47.6705977796596,,53.0711988513035,,57.9434413203672,,62.2698010471954,,66.0747170613232,,69.4045853185815,,72.3140467810161,,74.8578761301148
NCAR,SSP2_v9_130115,ZWE,Population|Urban|Share,%,38.254,,44.2494777915285,,49.8789904604682,,55.0154576970096,,59.6094712396919,,63.6663336878381,,67.2232153011517,,70.3319462309666,,73.048085627796,,75.4248884073291
NCAR,SSP2_v9_130115,AFG,Population|Urban|Share,%,22.6,,27.5753851628594,,32.821167102329,,38.1373255259483,,43.3395530568767,,48.2841748674779,,52.8776226877584,,57.0729565317944,,60.8594703943672,,64.2508142083481
NCAR,SSP2_v9_130115,AGO,Population|Urban|Share,%,58.504,,65.4549365670611,,70.4079900269982,,74.0000086652169,,76.6694598376419,,78.7020050067206,,80.2837082792445,,81.5380270800729,,82.5488913612253,,83.3748049116357
NCAR,SSP2_v9_130115,ALB,Population|Urban|Share,%,51.911,,59.5699138116394,,65.1941047370777,,69.326801088902,,72.4095545954137,,74.7533543566124,,76.5691850797197,,78.0001929577414,,79.1449002237596,,80.0724429565575
NCAR,SSP2_v9_130115,ARE,Population|Urban|Share,%,84.05,,86.5614166728577,,88.7200954931172,,90.5622315981866,,92.1247406367949,,93.4433655017135,,94.5514780834681,,95.4794169382193,,96.2542125161452,,96.8995757488511
NCAR,SSP2_v9_130115,ARG,Population|Urban|Share,%,92.393,,94.0839781893719,,95.4177073944762,,96.4620627052563,,97.2751949028674,,97.9055009213136,,98.3924131737409,,98.7675568819259,,99.05599760622,,99.277425597112
NCAR,SSP2_v9_130115,ARM,Population|Urban|Share,%,64.191,,68.896588949129,,72.9367259683002,,76.3912156022504,,79.3429355782989,,81.8688226516059,,84.0363377925658,,85.9028318310682,,87.5162545081482,,88.9163644639766
NCAR,SSP2_v9_130115,AUS,Population|Urban|Share,%,89.108,,90.7525739631269,,92.1706527340029,,93.3871169851451,,94.4260063199157,,95.3098820933671,,96.0594494762038,,96.6933782431091,,97.2282675209367,,97.6787086583215
NCAR,SSP2_v9_130115,AUT,Population|Urban|Share,%,67.553,,70.9216075036242,,73.986321694792,,76.7591153504505,,79.2569859464763,,81.4997482987495,,83.5084097353132,,85.3040389058239,,86.907023126998,,88.3366154875209
NCAR,SSP2_v9_130115,AZE,Population|Urban|Share,%,51.931,,58.663789872034,,63.7835616248524,,67.6704349730756,,70.6507518130358,,72.9682553445708,,74.7969935231199,,76.2601634916848,,77.4455453074746,,78.4165076133733
NCAR,SSP2_v9_130115,BDI,Population|Urban|Share,%,10.999,,14.8767551101676,,19.5072839341626,,24.7211992511461,,30.2528244291127,,35.8058647711182,,41.1238095000852,,46.031740076154,,50.4414715542362,,54.3332063564904
NCAR,SSP2_v9_130115,BEL,Population|Urban|Share,%,97.411,,97.6771722626228,,97.9165649280678,,98.1317574697205,,98.325103533284,,98.498746155718,,98.6546329352803,,98.794530889178,,98.9200408057293,,99.0326109552577
NCAR,SSP2_v9_130115,BEN,Population|Urban|Share,%,42.044,,48.4631665712791,,54.1562787003542,,59.0772275035382,,63.272258190897,,66.8286234653548,,69.8429795157902,,72.405815727479,,74.5955665562727,,76.4776212921361
NCAR,SSP2_v9_130115,BFA,Population|Urban|Share,%,25.689,,33.102965199656,,40.4419542822817,,47.2117559159733,,53.1573473850279,,58.2258820434482,,62.4816852864858,,66.0360634857846,,69.0068604023782,,71.5004850164038
NCAR,SSP2_v9_130115,BGD,Population|Urban|Share,%,28.067,,34.2696657416129,,40.4471395944452,,46.3207617157489,,51.7105774898057,,56.5342450227592,,60.7823509464691,,64.4894822036355,,67.7112301474392,,70.5093441338184
NCAR,SSP2_v9_130115,BGR,Population|Urban|Share,%,71.458,,75.2382759286504,,78.3552248685622,,80.9434235718892,,83.1104723476007,,84.9406182612107,,86.4993673262654,,87.837682488504,,88.9953970192134,,90.0038580438814
