MODEL,SCENARIO,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
NCAR,SSP2_v9_130115,JOR,Population|Urban|Share,%,78.527,,82.2506585105043,,85.0991179169976,,87.3248692159918,,89.0981784151772,,90.535534166785,,91.7182272980842,,92.704189204535,,93.5355553088774,,94.2435635546688
NCAR,SSP2_v9_130115,JPN,Population|Urban|Share,%,66.833,,70.6860666543878,,74.1627396013193,,77.2756769826715,,80.0462525049036,,82.5007514158772,,84.6675821220144,,86.5753650166481,,88.2517092671356,,89.7224942665662
NCAR,SSP2_v9_130115,KAZ,Population|Urban|Share,%,58.506,,64.9674086729498,,69.7421490939066,,73.3135322883042,,76.0359760418371,,78.1531071403327,,79.8305738886915,,81.1820868510416,,82.2870657131615,,83.2020826424372
NCAR,SSP2_v9_130115,KEN,Population|Urban|Share,%,22.18,,27.326556100417,,32.7282414206976,,38.1521616791765,,43.3944200322149,,48.3076735403916,,52.8069947494058,,56.860388142297,,60.4732390846943,,63.6733618046124
NCAR,SSP2_v9_130115,KGZ,Population|Urban|Share,%,34.549,,40.5213511642419,,46.3293214387622,,51.7949279900515,,56.8106426693144,,61.3311641460392,,65.3564495562232,,68.9143754345327,,72.0470585890009,,74.8016334486699
NCAR,SSP2_v9_130115,KHM,Population|Urban|Share,%,20.108,,24.2573666543045,,28.860903921738,,33.8362723687244,,39.0709301926974,,44.4335462946866,,49.7885757216963,,55.0104744834871,,59.9945065169823,,64.6625997164597
NCAR,SSP2_v9_130115,KOR,Population|Urban|Share,%,82.958,,85.6173728963305,,88.0105134903492,,90.1184487386714,,91.9385902143681,,93.4822241803826,,94.7707787002768,,95.8318193970834,,96.6954931168521,,97.3917994424536
NCAR,SSP2_v9_130115,LAO,Population|Urban|Share,%,33.184,,40.902754041081,,47.9879891183387,,54.1588287080638,,59.3701142856144,,63.7064644650899,,67.2993054986004,,70.2820046964,,72.7716646122226,,74.8646811011176
NCAR,SSP2_v9_130115,LBN,Population|Urban|Share,%,87.244,,89.0975951755366,,90.3989510953953,,91.3575230104454,,92.0896322177969,,92.6647178144653,,93.1266646244132,,93.5045124389174,,93.8182177186825,,94.0819346406351
NCAR,SSP2_v9_130115,LBR,Population|Urban|Share,%,47.815,,54.4788111340894,,60.0972498171775,,64.7528613425738,,68.5906972591454,,71.7608074062391,,74.3949640342984,,76.6010066730047,,78.4644115846911,,80.0520527621298
NCAR,SSP2_v9_130115,LBY,Population|Urban|Share,%,77.888,,81.7180239821094,,84.6369925330817,,86.9110992640608,,88.7189141458321,,90.1819554305089,,91.3846027308846,,92.3867199474426,,93.2316751203677,,93.9515067916314
NCAR,SSP2_v9_130115,LKA,Population|Urban|Share,%,14.312,,18.2039957252101,,22.6768263295475,,27.62115227415,,32.8754568979836,,38.2524371275656,,43.5704849387141,,48.6791330164361,,53.4720127963744,,57.8875167289045
NCAR,SSP2_v9_130115,LSO,Population|Urban|Share,%,26.884,,33.9339740075722,,40.9496598171424,,47.521121551435,,53.4115299484247,,58.5428967961253,,62.9411842538424,,66.6835059425782,,69.8630154260194,,72.5703206299363
NCAR,SSP2_v9_130115,LTU,Population|Urban|Share,%,66.984,,70.6825154024108,,74.029666366854,,77.0376921225776,,79.7262467985515,,82.1191860743943,,84.2422028876773,,86.1211943220514,,87.7812041829669,,89.2457911954779
NCAR,SSP2_v9_130115,LVA,Population|Urban|Share,%,67.72,,71.0774405273335,,74.1132669129817,,76.8456115545698,,79.2966225978521,,81.4901657828295,,83.4502617551073,,85.2000929355995,,86.761424471068,,88.1543114004217
NCAR,SSP2_v9_130115,MAR,Population|Urban|Share,%,58.239,,64.4925274811922,,69.1167304039612,,72.5772189341456,,75.2148219750903,,77.2642476539444,,78.885520076855,,80.1888046460866,,81.2512540791518,,82.1279624322128
NCAR,SSP2_v9_130115,MDA,Population|Urban|Share,%,46.95,,53.3929415030361,,59.054671485331,,63.9283028999538,,68.0800105729603,,71.6044509052039,,74.5992548834015,,77.153240318249,,79.342447427661,,81.2299780457364
NCAR,SSP2_v9_130115,MDG,Population|Urban|Share,%,30.189,,36.2424809860885,,42.2798742077837,,48.0666048505282,,53.4414635474292,,58.319265234246,,62.67588415961,,66.5279145466972,,69.9146671731877,,72.8852365461121
NCAR,SSP2_v9_130115,MEX,Population|Urban|Share,%,77.828,,81.2137685530116,,84.0438371161858,,86.4130909351943,,88.4017518273106,,90.076153863944,,91.4905613089191,,92.6891845349396,,93.7080391005276,,94.5765307326549
NCAR,SSP2_v9_130115,MKD,Population|Urban|Share,%,59.313,,65.5745725983691,,70.1562441953248,,73.5594054494378,,76.139794203369,,78.1374242762149,,79.7136364294018,,80.9783803946364,,82.0080832374186,,82.8570128639101
NCAR,SSP2_v9_130115,MLI,Population|Urban|Share,%,35.857,,42.7000947750821,,48.9859720491663,,54.5401244436768,,59.3316581351457,,63.4134679953475,,66.8740616368357,,69.8087148496979,,72.3055940383474,,74.4407154850732
NCAR,SSP2_v9_130115,MMR,Population|Urban|Share,%,33.647,,39.9342610509491,,45.9157192871024,,51.3965001156206,,56.2882256474603,,60.5817998622677,,64.3152907806211,,67.5486543978225,,70.347699353212,,72.775462146283
NCAR,SSP2_v9_130115,MNG,Population|Urban|Share,%,62.026,,67.4334281111013,,71.8190714984949,,75.3837316594671,,78.3019566501833,,80.7136205590967,,82.7270378164731,,84.4250602450096,,85.8709886514938,,87.1134094011864
NCAR,SSP2_v9_130115,MOZ,Population|Urban|Share,%,38.434,,45.2372880388553,,51.3073739420556,,56.5440039343612,,60.9783383907699,,64.70329566847,,67.8285898137995,,70.4583377601862,,72.6825777058506,,74.5757415177043
NCAR,SSP2_v9_130115,MRT,Population|Urban|Share,%,41.434,,47.607742413066,,53.0621373944115,,57.7632218583562,,61.761967466983,,65.1457115085174,,68.0089391690345,,70.4391971485678,,72.5119643264418,,74.2899820983642
NCAR,SSP2_v9_130115,MUS,Population|Urban|Share,%,41.837,,48.1367513145387,,53.6470304976552,,58.3494757038122,,62.3133165123746,,65.6409376826384,,68.4373811786468,,70.7969261413599,,72.7990539968114,,74.5087261081202
NCAR,SSP2_v9_130115,MWI,Population|Urban|Share,%,19.769,,23.9415024939566,,28.5807901963141,,33.6009446737362,,38.884309724515,,44.2939921986297,,49.6896348584453,,54.9425121192119,,59.9466582065406,,64.6245092961044
NCAR,SSP2_v9_130115,MYS,Population|Urban|Share,%,72.171,,75.793755375992,,79.0934745202912,,82.0595137321952,,84.6938056313639,,87.008409071341,,89.0228159514434,,90.761360710224,,92.2509602423004,,93.5192972636442
NCAR,SSP2_v9_130115,NAM,Population|Urban|Share,%,37.977,,44.1613341757682,,49.9266101650916,,55.1403608844544,,59.759997893231,,63.8028086372207,,67.3182797018702,,70.3686003342413,,73.0171330553727,,75.3225997241575
NCAR,SSP2_v9_130115,NER,Population|Urban|Share,%,17.109,,21.1125448668524,,25.6072509928458,,30.4952137961384,,35.6430147664808,,40.8995799950899,,46.1167681803706,,51.1667226591662,,55.9521783322134,,60.4091651607276
NCAR,SSP2_v9_130115,NGA,Population|Urban|Share,%,49.803,,56.2198690308464,,61.5824517746259,,66.004731430675,,69.6424188373003,,72.6457143985324,,75.1424298712688,,77.235466286472,,79.0056664957914,,80.515981680725
NCAR,SSP2_v9_130115,NIC,Population|Urban|Share,%,57.319,,63.1714214173495,,67.420520310076,,70.5465257816386,,72.8890307806566,,74.6771524099408,,76.0650997813692,,77.1581499182714,,78.0296258150252,,78.7316922581348
NCAR,SSP2_v9_130115,NLD,Population|Urban|Share,%,82.861,,85.520798551604,,87.9126746887276,,90.0195295229001,,91.8400011702009,,93.3859436418182,,94.6788163014285,,95.7458631622704,,96.616737158215,,97.320911588324
NCAR,SSP2_v9_130115,NOR,Population|Urban|Share,%,79.411,,83.1651770414927,,85.8453074001516,,87.8369141285139,,89.3668087855403,,90.5746003236198,,91.5499611944371,,92.3527091292646,,93.0240843890016,,93.593345529313
NCAR,SSP2_v9_130115,NPL,Population|Urban|Share,%,18.621,,23.0322705949024,,27.9317773859428,,33.1839286651989,,38.6216149920978,,44.0716655593387,,49.3789556156557,,54.4224632905855,,59.1210810382118,,63.4310619352521
NCAR,SSP2_v9_130115,NZL,Population|Urban|Share,%,86.2,,88.3556456765966,,89.9479143350341,,91.1674954595793,,92.1291528923891,,92.9055727703504,,93.5448068815857,,94.0797898110405,,94.5337980679988,,94.9237205978198
NCAR,SSP2_v9_130115,OMN,Population|Urban|Share,%,73.035,,76.716504905558,,80.0004319571388,,82.8987741845555,,85.433743165351,,87.6339407130362,,89.5312480542132,,91.1584759303102,,92.5477092480389,,93.72922926473
NCAR,SSP2_v9_130115,PAK,Population|Urban|Share,%,35.895,,41.9652463365379,,47.7252868879138,,53.0177738672477,,57.7707769439707,,61.9761134082959,,65.6646623465123,,68.8865959919559,,71.6983388247067,,74.1551392967092
NCAR,SSP2_v9_130115,PAN,Population|Urban|Share,%,74.799,,78.9376971183357,,82.2041696831263,,84.8150215680798,,86.9295151059183,,88.663764987346,,90.1027831760564,,91.3094350189123,,92.3307916050677,,93.2025681322758
NCAR,SSP2_v9_130115,PER,Population|Urban|Share,%,76.92,,80.2295451710017,,83.051720297366,,85.4558078340655,,87.5040875358093,,89.2507919436385,,90.7422855847468,,92.0177973916497,,93.1103406162723,,94.0476359937414
NCAR,SSP2_v9_130115,PHL,Population|Urban|Share,%,48.903,,54.992516135653,,60.1943993189161,,64.573874369342,,68.2426783232151,,71.3191386017418,,73.9103169521262,,76.1064397017134,,77.9809688490559,,79.5927669907356
NCAR,SSP2_v9_130115,PNG,Population|Urban|Share,%,12.526,,16.4577607280023,,21.0298793286093,,26.0795955236923,,31.3781811876901,,36.6813279425732,,41.7788164997505,,46.5235302468753,,50.8356515414152,,54.6903993791204
NCAR,SSP2_v9_130115,POL,Population|Urban|Share,%,60.958,,66.3566986583733,,70.7355479513287,,74.2940716956734,,77.206631661639,,79.6132179256846,,81.622283010622,,83.3167649711449,,84.7599952208995,,86.0005494985472
NCAR,SSP2_v9_130115,PRK,Population|Urban|Share,%,60.215,,66.0774307476466,,70.4587805467643,,73.7769149078917,,76.3358662007365,,78.3464226108838,,79.9537724125167,,81.2589252286106,,82.3333183517865,,83.2284138939851
NCAR,SSP2_v9_130115,PRT,Population|Urban|Share,%,60.703,,66.1595761662605,,70.5891160967025,,74.1901510104053,,77.1377150612312,,79.5729710835003,,81.605552275916,,83.3194179949403,,84.7787302750336,,86.0327224941173
NCAR,SSP2_v9_130115,PRY,Population|Urban|Share,%,61.495,,66.8946653923055,,71.274082121732,,74.8334482343885,,77.7471596787471,,80.1550630478808,,82.165458443535,,83.8611690749939,,85.3054524868021,,86.5468429748257
NCAR,SSP2_v9_130115,PSE,Population|Urban|Share,%,74.144,,77.871211246256,,81.0534974286692,,83.7641764174197,,86.0716349083609,,88.0366674972715,,89.7118530644658,,91.1419508067889,,92.3647306718265,,93.4119265229885
NCAR,SSP2_v9_130115,QAT,Population|Urban|Share,%,95.831,,96.5464988297252,,97.1428622634108,,97.6387620773783,,98.0503183841917,,98.3913235852604,,98.6734928455827,,98.9067182701656,,99.0993124841028,,99.2582334471827
NCAR,SSP2_v9_130115,ROU,Population|Urban|Share,%,57.467,,63.3208111408031,,67.5692084084521,,70.6943414677296,,73.036407294286,,74.8246269628193,,76.2131481471823,,77.3071453690764,,78.1798408786504,,78.8833131216201
NCAR,SSP2_v9_130115,RUS,Population|Urban|Share,%,73.167,,77.1284621025102,,80.4486437229386,,83.2336517174373,,85.5759175262058,,87.5528909538559,,89.2282005675231,,90.6536484775266,,91.8712891627472,,92.9152936434408
NCAR,SSP2_v9_130115,RWA,Population|Urban|Share,%,18.854,,23.2328908356566,,28.1175653519085,,33.3891228725075,,38.893076474778,,44.4608759934885,,49.9328933502455,,55.1763284985851,,60.0945390159719,,64.628019604067
NCAR,SSP2_v9_130115,SAU,Population|Urban|Share,%,82.074,,84.8510736324942,,87.2635546323015,,89.3392735360502,,91.1105495310997,,92.6114257945958,,93.8756169379873,,94.935112720715,,95.819328284896,,96.5546751873413
NCAR,SSP2_v9_130115,SDN,Population|Urban|Share,%,40.104,,46.3213429143972,,51.8847639852438,,56.729784609588,,60.8844617641213,,64.4220177012512,,67.4295889881318,,69.9916821545499,,72.1831642681818,,74.0673915166797
NCAR,SSP2_v9_130115,SEN,Population|Urban|Share,%,42.379,,48.8221466175122,,54.5166085025485,,59.4235535992403,,63.5958722113835,,67.1256106598433,,70.1124327021935,,72.6485228224493,,74.8131648649241,,76.6720948140848
NCAR,SSP2_v9_130115,SLE,Population|Urban|Share,%,38.395,,44.3922288615436,,50.02186395975,,55.1577981084698,,59.7512283354617,,63.8077393255259,,67.3645730502318,,70.4735231479057,,73.1900714179914,,75.5673908409252
NCAR,SSP2_v9_130115,SLV,Population|Urban|Share,%,64.305,,69.0101369007167,,73.0213674621594,,76.4311950316197,,79.3315158798279,,81.8051254996461,,83.9230053345829,,85.7444319427348,,87.3182499258894,,88.6844745367659
NCAR,SSP2_v9_130115,SOM,Population|Urban|Share,%,37.448,,43.3414695921775,,48.9179774770063,,54.0445948016389,,58.6615643326755,,62.7633851317122,,66.3781254526257,,69.5508542002511,,72.3325334151634,,74.7735169327965
NCAR,SSP2_v9_130115,SRB,Population|Urban|Share,%,56.061,,62.0377662628506,,66.5687807534752,,70.0245459370125,,72.6953524204753,,74.7911920944108,,76.4605862718535,,77.808673175268,,78.9106932978297,,79.8212987467793
NCAR,SSP2_v9_130115,SVK,Population|Urban|Share,%,54.967,,60.9338580625139,,65.4202932656091,,68.812203827248,,71.4101853358878,,73.4301487429988,,75.0238069672525,,76.2979597094514,,77.3286826166794,,78.1710229081433
NCAR,SSP2_v9_130115,SVN,Population|Urban|Share,%,49.505,,55.7485424057232,,60.9315531490354,,65.1824021364531,,68.6632574847321,,71.5259478001193,,73.8975322545827,,75.8792181561495,,77.5499383346562,,78.9708381602481
NCAR,SSP2_v9_130115,SWE,Population|Urban|Share,%,84.682,,87.0419740404364,,88.953146585979,,90.5190868140001,,91.815821464575,,92.8998200316588,,93.8135856146658,,94.5895448748182,,95.2527650188196,,95.8228682627983
NCAR,SSP2_v9_130115,SWZ,Population|Urban|Share,%,21.373,,26.3551602427225,,31.6425669026555,,37.0182812441579,,42.2804476233126,,47.2722278696868,,51.8931931989738,,56.0950750700291,,59.869405879801,,63.2337186720112
NCAR,SSP2_v9_130115,SYR,Population|Urban|Share,%,55.741,,61.6501106447321,,66.1501748251384,,69.5949439252326,,72.2647960390711,,74.3643646278859,,76.0393862825147,,77.3935898751401,,78.5015282142949,,79.4175420804189
NCAR,SSP2_v9_130115,TCD,Population|Urban|Share,%,27.625,,33.8587982517108,,40.0895863861604,,46.0276408529508,,51.4831477876877,,56.3673112971498,,60.6676614634809,,64.4181064921653,,67.6748593431019,,70.5008280256399
NCAR,SSP2_v9_130115,TGO,Population|Urban|Share,%,43.441,,50.2627591417271,,56.0976849954349,,60.967800827562,,64.9917875675215,,68.3128193306837,,71.0645484334294,,73.3596824320541,,75.2889659555782,,76.9239710026544
NCAR,SSP2_v9_130115,THA,Population|Urban|Share,%,33.963,,39.8648227992677,,45.582377126252,,50.9410562579117,,55.8396837639186,,60.2399308759885,,64.1477317455033,,67.5952806879632,,70.6273562041773,,73.2924126351161
